"Rank","Player Id","Player GSIS","Player College GSIS","Player Sportradar Id","Name","Team","#","POS","SNAPS","GAMES","SK","TFL","TOT TKL","TPR","HU","BP"
"","190181","","449291","","Caden Bowling","BOSTON COL","47","ED","3","1","0","0","0","0","0","0"
"","190191","","447449","","Jayzen Flint","BOSTON COL","94","ED","38","5","0","0","7","1","1","0"
"","190209","","386720","","Jay'Viar Suggs","WISCONSIN","31","DI","261","9","1","0","7","13","12","1"
"","190210","","428277","","Justin Bodford","MISSOURI","55","DI","5","2","0","0","0","1","1","0"
"","190216","","0","","Jadon Frick","MISSOURI","99","DI","2","1","0","0","1","0","0","0"
"","190224","","428406","","Williams Nwaneri","NEBRASKA","96","ED","391","10","3","3","23","31","26","1"
"","190227","","428466","","Elias Williams","MISSOURI","91","DI","44","3","0","1","3","0","0","0"
"","190245","","453699","","Melvin Hills III","TEXAS","55","DI","23","3","0","0","1","1","1","0"
"","190266","","431501","","Tarvorise Brown","FLORIDA","96","DI","14","2","0","0","2","0","0","0"
"","190267","","448170","","Titus Bullard","FLORIDA","17","ED","3","1","0","0","1","0","0","0"
"","190308","","434092","","Mikeshun Beeler","MICH STATE","52","DI","4","1","0","0","0","1","1","0"
"","190312","","448914","","Kekai Burnett","MICH STATE","51","ED","66","7","0","0","6","1","1","0"
"","190344","","428371","","Tyreek'e Robinson","UCF","98","DI","5","1","0","0","0","0","0","0"
"","190349","","449500","","Carlon Jones","USC","92","DI","46","5","0","0","3","1","1","0"
"","190437","","436601","","Kenyatta Hardge II","KENTUCKY","98","DI","15","4","0","0","0","1","1","0"
"","190447","","436604","","Caleb Redd","KANSAS","25","ED","3","1","0","0","1","0","0","0"
"","190479","","453728","","Farell Gnago","RUTGERS","90","DI","86","7","0","2","7","6","5","1"
"","190567","","447560","","Jamorie Flagg","FLORIDA ST","99","DI","22","2","0","0","1","1","1","0"
"","190569","","447561","","DD Holmes","MARYLAND","56","ED","214","8","0","0","9","4","2","0"
"","190580","","439358","","Amaree Williams","FLORIDA ST","40","ED","85","7","2","1","12","5","2","0"
"","190784","","443973","","Gage Goldberg","COLORADO","55","ED","1","1","0","0","0","0","0","0"
"","190820","","429306","","Zavian Tibbs","HOUSTON","41","DI","69","6","0","0","5","1","1","0"
"","190821","","450805","","Darius Washington","HOUSTON","49","ED","54","4","0","0","4","2","2","0"
"","190825","","433929","","Manuel Beigel","MICHIGAN","76","DI","41","3","0","0","1","1","1","0"
"","190829","","449708","","Lugard Edokpayi","MICHIGAN","88","ED","21","3","0","0","0","4","3","0"
"","190832","","456016","","Ted Hammond","MICHIGAN","85","DI","1","1","0","0","0","0","0","0"
"","190843","","449161","","Owen Wafle","PENN STATE","34","DI","78","7","0","0","1","6","5","0"
"","190850","","434220","","Leroy Jackson","N CAROLINA","91","DI","265","9","0","0","29","2","1","1"
"","190895","","453370","","Jack Trautmann","NWESTERN","59","ED","12","2","0","0","0","2","2","0"
"","191124","","429312","","Noah Carter","ALABAMA","24","ED","44","6","0","0","3","1","1","0"
"","191148","","431687","","Justin Greene","GEORGIA","91","ED","43","4","0","0","2","2","1","0"
"","191152","","431688","","Nasir Johnson","GEORGIA","56","DI","10","1","0","0","0","0","0","0"
"","191178","","428860","","DJ Warner","SMU","05","ED","193","10","3","0","6","15","10","1"
"","191181","","429697","","Kamron Beavers","OLE MISS","97","DI","14","3","0","0","1","0","0","0"
"","191186","","429729","","Will Echoles","OLE MISS","52","DI","475","10","4","0","41","22","17","1"
"","191198","","429288","","Terrance Hibbler Jr.","MISS STATE","97","DI","11","1","0","0","1","1","1","0"
"","191253","","431461","","Dealyn Evans","TEXAS A&M","55","DI","104","9","0","0","4","4","4","0"
"","191292","","429372","","Ronnie Mageo","BAYLOR","53","DI","46","4","0","0","2","1","1","0"
"","191295","","436418","","Alijah Carnell","IOWA STATE","56","DI","96","9","1","0","4","3","1","0"
"","191343","","449177","","Mylachi Williams","PENN STATE","20","ED","24","2","0","0","1","3","2","0"
"","191346","","446271","","Charles Anderson Jr.","TEXAS TECH","97","ED","17","4","0","0","1","0","0","0"
"","191355","","447837","","Cheta Ofili","TEXAS TECH","32","ED","62","8","0","0","0","4","4","0"
"","191356","","447838","","Eddy Smith","TEXAS TECH","50","ED","16","3","0","0","0","1","1","0"
"","191360","","446272","","Keyshawn Williams","TEXAS TECH","96","DI","27","3","0","0","1","1","1","0"
"","191613","","434583","","Favor Bate","BOSTON COL","41","ED","283","10","1","0","17","6","5","3"
"","192102","","429290","","Leroy Harris III","KANSAS","33","ED","305","10","5","1","22","20","9","3"
"","193103","","465133","","Alex Cloward","UTAH","48","ED","6","1","0","0","0","0","0","0"
"","193111","","466459","","Mike Tauteoli","UTAH","49","DI","14","2","0","0","2","0","0","0"
"","193183","","436433","","Dominic Kirks","OHIO STATE","55","DI","14","2","0","0","1","0","0","0"
"","197056","","429271","","Jamie Tremble","SYRACUSE","82","ED","197","9","3","1","17","9","4","0"
"","197650","","449474","","Brendan Cho","USC","91","DI","10","2","0","0","1","0","0","0"
"","197912","","448216","","Jace J. Gilbert","IOWA STATE","55","ED","212","10","1","1","15","15","13","0"
"","198075","","453597","","Steve Bolo Mboumoua","ALABAMA","25","DI","15","2","0","1","2","0","0","0"
"","198081","","453609","","Justin Hill","ALABAMA","08","ED","109","9","0","0","2","0","0","0"
"","198104","","449344","","Leroy Palu","ARIZONA","95","DI","305","9","1","1","19","7","6","3"
"","198144","","449019","","Jared Smith","AUBURN","41","ED","87","7","2","2","5","7","5","0"
"","198149","","448918","","Malik Autry","AUBURN","96","DI","58","8","0","0","6","0","0","0"
"","198153","","453481","","Darrion Smith","AUBURN","44","DI","65","6","0","0","2","6","4","0"
"","198162","","453472","","J.J. Faulk","AUBURN","18","ED","3","1","0","0","0","0","0","0"
"","198217","","450482","","Hunter Clegg","BYU","90","ED","209","9","0","0","13","11","8","0"
"","198234","","449164","","Odera Okaka","CAL","19","ED","42","5","0","0","3","0","0","0"
"","198263","","455881","","Tim Griffin","CINCINNATI","56","ED","8","1","0","0","1","0","0","0"
"","198267","","0","","James Early","CINCINNATI","82","DI","1","1","0","0","0","0","0","0"
"","198274","","0","","CD McFee","CINCINNATI","88","DI","11","1","0","0","0","0","0","0"
"","198276","","455889","","Kamron Neal","CINCINNATI","97","ED","14","1","0","0","4","0","0","0"
"","198301","","449013","","London Merritt","COLORADO","44","ED","254","10","1","5","24","13","11","0"
"","198306","","449009","","Alexander McPherson","COLORADO","98","ED","154","7","1","0","9","9","6","0"
"","198307","","458899","","Christian Hudson","COLORADO","97","DI","18","4","0","0","1","0","0","0"
"","198328","","449350","","Bryce Davis","DUKE","14","ED","114","9","0","1","7","7","5","0"
"","198329","","449414","","Bariate Kara","DUKE","87","DI","3","1","0","0","0","0","0","0"
"","198330","","449330","","Julius Columbus","DUKE","55","DI","3","1","0","0","0","0","0","0"
"","198422","","453266","","Tyeland Coleman","FLORIDA ST","91","DI","44","3","1","0","2","3","2","0"
"","198425","","449046","","Darryll Desir","FLORIDA ST","90","ED","202","9","0","0","9","15","13","0"
"","198426","","449052","","Mandrell Desir","FLORIDA ST","93","DI","217","9","3","1","17","19","14","0"
"","198431","","463611","","Kevin Wynn","FLORIDA ST","55","DI","40","4","0","0","2","0","0","1"
"","198432","","468342","","L A Jessie Harrold","FLORIDA ST","94","ED","3","1","0","0","0","1","1","0"
"","198444","","453278","","Tylon Lee","FLORIDA ST","96","DI","20","3","0","1","3","0","0","0"
"","198476","","448946","","Isaiah Gibson","GEORGIA","29","ED","16","2","0","0","0","1","1","0"
"","198478","","448985","","Darren Ikinnagbon","GEORGIA","11","ED","25","3","0","0","2","1","1","0"
"","198481","","448949","","Elijah Griffin","GEORGIA","90","DI","225","9","0","1","13","4","3","0"
"","198502","","409150","","Ismael Kante","ILLINOIS","26","ED","26","6","0","0","2","1","0","0"
"","198504","","449162","","Isaiah White","ILLINOIS","95","DI","2","1","0","0","0","0","0","0"
"","198505","","449080","","Cameron Brooks","ILLINOIS","91","DI","3","1","0","0","0","0","0","0"
"","198524","","455839","","Kyler Garcia","INDIANA","94","DI","5","1","0","0","0","0","0","0"
"","198569","","449818","","Ka'Mori Moore","IOWA STATE","52","DI","13","3","0","0","0","0","0","0"
"","198592","","449916","","Adrian Holley","KANSAS","90","DI","3","1","0","0","0","0","0","0"
"","198594","","453802","","Patrick Tackie","KANSAS ST","95","DI","4","1","0","0","0","0","0","0"
"","198702","","449659","","Bailey Abercrombie","LOUISVILLE","93","DI","4","1","0","0","0","0","0","0"
"","198703","","449694","","Eric Hazzard","LOUISVILLE","40","ED","6","1","0","0","2","0","0","0"
"","198723","","456321","","Bryce Jenkins","MARYLAND","57","DI","68","5","0","0","7","1","1","0"
"","198730","","449651","","Nahsir Taylor","MARYLAND","40","ED","207","8","3","0","13","8","5","0"
"","198731","","449646","","Sidney Stewart","MARYLAND","29","ED","421","9","5","2","23","32","19","0"
"","198794","","456020","","Travis Moten","MICHIGAN","57","DI","1","1","0","0","0","0","0","0"
"","198805","","456018","","Bobby Kanka","MICHIGAN","99","DI","9","1","0","1","1","0","0","0"
"","198855","","451305","","Diesel Moye","MISS STATE","99","DI","106","8","0","0","6","0","0","0"
"","198874","","0","","Langden Kitchen","MISSOURI","11","ED","124","9","0","0","7","8","7","1"
"","198883","","449163","","Jason Dowell","MISSOURI","92","DI","31","3","0","0","4","0","0","0"
"","198884","","449199","","Javion Hilson","MISSOURI","16","ED","31","3","0","0","1","1","1","0"
"","198892","","449202","","Daeden Hopkins","MISSOURI","93","ED","31","3","0","0","2","0","0","0"
"","198964","","461033","","Adrian Farrow","NC STATE","47","DI","12","3","0","0","0","0","0","0"
"","198969","","450155","","Josiah Victor","NC STATE","90","DI","85","7","0","0","6","0","0","0"
"","199018","","463583","","Caden O'Rourke","NWESTERN","93","ED","13","1","0","0","1","1","0","0"
"","199022","","453365","","Mason Mayne","NWESTERN","56","DI","31","3","0","1","3","1","1","0"
"","199050","","463562","","Rashod Bradley","OKLA STATE","44","ED","29","4","0","0","0","1","1","0"
"","199082","","449544","","JuJu Anderson","PITTSBURGH","35","ED","2","1","0","0","1","0","0","0"
"","199112","","456050","","Canaan Edwards","RUTGERS","18","DI","1","1","0","0","0","0","0","0"
"","199114","","456073","","Jyon Simon","RUTGERS","88","DI","13","2","0","0","0","0","0","0"
"","199132","","466480","","Raedyn Bruens","RUTGERS","48","ED","2","1","0","0","0","0","0","0"
"","199170","","0","","Jalen Shivers","SMU","90","ED","10","1","0","0","0","1","0","0"
"","199219","","455831","","Eric Thomas","SYRACUSE","95","DI","9","2","0","0","0","0","0","0"
"","199220","","455832","","DeAngelo Thompson","SYRACUSE","52","ED","14","2","0","0","0","0","0","0"
"","199226","","455828","","Jaylen Pray","SYRACUSE","77","ED","5","1","0","0","0","0","0","0"
"","199231","","455826","","Nathan Nyandoro","SYRACUSE","30","ED","65","4","0","0","6","2","1","0"
"","199241","","449782","","Perry Cole Jr.","TCU","34","DI","53","6","0","0","9","0","0","0"
"","199242","","458836","","Kelten Mickell","TCU","90","DI","4","2","0","0","0","0","0","0"
"","199249","","449887","","Chad Woodfork","TCU","09","ED","16","2","0","0","0","0","0","0"
"","199287","","453704","","Smith Orogbo","TEXAS","46","ED","13","2","1","0","1","1","0","0"
"","199291","","453708","","Josiah Sharma","TEXAS","90","DI","19","3","0","0","1","0","0","0"
"","199297","","449063","","Lance Jackson","TEXAS","40","ED","155","9","3","0","12","15","9","0"
"","199302","","458935","","Myron Charles","TEXAS","33","DI","8","2","0","0","1","0","0","0"
"","199306","","453710","","Justus Terry","TEXAS","15","DI","39","6","0","0","1","3","3","0"
"","199417","","453454","","Jahkeem Stewart","USC","04","DI","180","8","1","6","15","7","3","0"
"","199421","","449464","","Floyd Boucard","USC","88","DI","79","6","1","1","5","9","6","0"
"","199461","","449387","","Karson Kaufusi","UTAH","51","DI","125","8","1","0","9","3","2","0"
"","199505","","453654","","Kadear Dembele","WAKE","55","DI","14","2","0","0","1","0","0","0"
"","199520","","449349","","Devin Hyde","WASHINGTON","52","ED","35","5","1","0","3","3","2","0"
"","199542","","0","","Brandon Caesar","W VIRGINIA","98","ED","2","1","0","0","0","0","0","0"
"","199545","","451406","","Wilnerson Telemaque","W VIRGINIA","47","ED","1","1","0","0","0","0","0","0"
"","199567","","449274","","Nicolas Clayton","WISCONSIN","12","ED","14","5","0","0","1","2","2","0"
"","199625","","448921","","Amare Adams","CLEMSON","95","DI","95","9","0","0","4","3","3","0"
"","199686","","453329","","Derry Norris Jr.","GA TECH","94","DI","6","1","0","0","1","0","0","0"
"","199688","","453318","","Blake Belin","GA TECH","90","DI","6","1","0","0","0","0","0","0"
"","199689","","453322","","Carrington Coombs","GA TECH","35","ED","6","1","0","0","0","0","0","0"
"","199691","","449129","","Christian Garrett","GA TECH","55","ED","48","3","3","0","8","4","1","0"
"","199692","","449123","","Andre Fuller Jr.","GA TECH","91","ED","224","8","0","2","17","5","4","0"
"","199704","","450754","","Chance Bryant","HOUSTON","45","ED","62","8","0","0","3","0","0","0"
"","199708","","450795","","Reshad Sterling","HOUSTON","35","ED","13","1","0","0","2","0","0","0"
"","199715","","468357","","DK Mays","HOUSTON","47","DI","1","1","0","0","0","0","0","0"
"","199721","","453635","","Travis Buhake","HOUSTON","92","ED","26","3","0","0","3","0","0","0"
"","199761","","458866","","Brandon Brown","LSU","92","DI","16","2","0","0","1","0","0","0"
"","199768","","448980","","Walter Mathis Jr.","LSU","91","DI","90","8","0","0","10","2","2","1"
"","199770","","458871","","Damien Shanklin","LSU","17","ED","6","2","2","0","2","2","0","0"
"","199799","","449160","","Kade Pietrzak","NEBRASKA","93","ED","190","10","1","3","9","12","10","1"
"","199807","","453648","","Bryson Webber","NEBRASKA","39","DI","25","4","0","0","0","1","1","0"
"","199820","","456224","","Austin Alexander","N CAROLINA","47","ED","11","1","0","0","2","0","0","0"
"","199822","","453605","","Devin Ancrum","N CAROLINA","93","DI","22","2","0","0","1","1","1","0"
"","199826","","453619","","Xavier Lewis","N CAROLINA","90","DI","130","9","0","0","5","14","8","0"
"","199848","","453503","","Trajen Odom","OHIO STATE","88","DI","9","2","0","0","0","0","0","0"
"","199851","","453487","","Jarquez Carter","OHIO STATE","91","DI","51","7","0","0","1","0","0","0"
"","199852","","453491","","Zion Grady","OHIO STATE","15","ED","64","7","1","1","9","5","4","0"
"","199853","","453482","","Tarvos Alford","OHIO STATE","17","ED","36","5","0","1","5","1","1","0"
"","199873","","449249","","Nasir Wyatt","OREGON","32","ED","15","7","1","0","2","2","0","0"
"","199874","","449221","","Matthew Johnson","OREGON","55","DI","25","3","0","0","2","0","0","0"
"","199893","","455917","","Cortez Harris","PENN STATE","46","ED","13","1","0","0","0","0","0","0"
"","199898","","449149","","Yvan Kemajou","PENN STATE","99","ED","137","7","0","3","12","7","6","1"
"","199909","","449110","","Chaz Coleman","PENN STATE","19","ED","143","8","1","2","8","16","11","1"
"","199914","","455916","","Randy Adirika","PENN STATE","52","DI","19","2","0","0","0","1","1","0"
"","199946","","453896","","Anthony Addison","S CAROLINA","40","ED","19","4","0","0","1","0","0","0"
"","199953","","453934","","Jaquavious Dodd","S CAROLINA","22","ED","10","1","1","0","1","2","1","0"
"","199969","","451101","","Mariyon Dye","TENNESSEE","09","ED","64","4","0","0","4","2","1","0"
"","199981","","453379","","Isaiah Campbell","TENNESSEE","47","DI","72","5","0","0","1","5","5","0"
"","199982","","458800","","Christian Gass","TENNESSEE","44","ED","12","1","0","0","3","0","0","0"
"","199986","","451168","","Ethan Utley","TENNESSEE","17","DI","84","8","0","1","2","2","2","0"
"","199990","","449385","","Marco Jones","TEXAS A&M","10","ED","90","9","2","0","7","9","4","0"
"","200029","","458920","","Brett Clatterbaugh","VA TECH","44","ED","9","2","0","1","2","0","0","0"
"","200033","","458918","","Zeke Chinwike","VA TECH","58","ED","6","1","0","0","1","0","0","0"
"","200035","","458926","","Christian Evans","VA TECH","88","DI","6","1","0","0","0","0","0","0"
"","200083","","450664","","Trent Sellers","ARKANSAS","43","ED","3","1","0","0","0","0","0","0"
"","200084","","450693","","Reginald Vaughn","ARKANSAS","94","DI","7","1","0","1","2","0","0","0"
"","200085","","450645","","Kevin Oatis","ARKANSAS","91","DI","31","4","0","0","2","0","0","0"
"","200086","","389916","","Frank Mulipola","ARKANSAS","44","ED","12","3","0","0","3","0","0","0"
"","200088","","450556","","Caleb Bell","ARKANSAS","90","DI","3","1","0","0","0","1","1","0"
"","200098","","450623","","Keiundre Johnson","ARKANSAS","93","ED","4","1","0","0","0","0","0","0"
"","200104","","453265","","Kamauryn Morgan","BAYLOR","51","ED","80","7","0","0","5","4","4","0"
"","200119","","449492","","Jalen Wiggins","FLORIDA","49","ED","3","1","0","0","0","0","0","0"
"","200135","","449495","","Jayden Woods","FLORIDA","15","ED","311","9","2","0","18","10","7","0"
"","200149","","455977","","Kalen Edwards","KENTUCKY","93","DI","12","2","0","0","1","0","0","0"
"","200159","","453551","","Herbert Scroggins III","MIAMI FL","35","ED","51","5","0","0","1","3","0","0"
"","200160","","453544","","Mykah Newton","MIAMI FL","55","DI","3","1","0","0","0","0","0","0"
"","200165","","453552","","Donta Simpson","MIAMI FL","93","DI","80","7","0","2","4","3","2","0"
"","200262","","458916","","Nikhil Jefferson","VANDERBILT","93","DI","18","1","0","0","0","0","0","0"
"","200268","","450266","","Sichan John","VIRGINIA","51","DI","49","3","0","0","1","1","1","0"
"","200290","","449469","","DJ Sanders","TEXAS A&M","88","DI","23","3","0","0","3","0","0","0"
"","200306","","449610","","Zahir Mathis","MARYLAND","09","ED","334","8","6","1","32","23","14","1"
"","200322","","458860","","Gabe Kaminski","STANFORD","49","ED","32","2","0","0","2","2","2","0"
"","200329","","449278","","Scott Taylor","UCLA","20","ED","93","5","0","0","8","4","3","0"
"","200336","","449297","","Jewelous Walls","UCLA","41","ED","97","8","0","0","2","3","3","0"
"","200337","","461031","","Cole Cogshell","UCLA","24","ED","14","3","0","0","0","0","0","0"
"","203972","","448924","","Jourdin Crawford","AUBURN","95","DI","24","5","0","0","1","0","0","0"
"","203986","","465108","","Nusi Taumoepeau","BYU","05","ED","36","4","0","0","3","2","2","0"
"","203988","","450582","","Kendal Wall","BYU","46","DI","2","1","0","0","0","0","0","0"
"","203989","","467596","","Ulavai Fetuli","BYU","99","DI","21","2","0","0","0","1","1","0"
"","203998","","449454","","Tommy Rupley","DUKE","90","ED","3","1","0","0","0","0","0","0"
"","204007","","449445","","Sampson Onuoha","DUKE","93","ED","2","1","0","0","2","0","0","0"
"","204051","","456097","","Iose Epenesa","IOWA","97","ED","28","3","0","1","2","0","0","0"
"","204086","","449942","","Garrett Martin","KANSAS","45","ED","1","1","0","0","1","0","0","0"
"","204139","","449727","","Benny Patterson","MICHIGAN","93","ED","8","1","0","0","1","0","0","0"
"","204145","","449721","","Nate Marshall","MICHIGAN","94","ED","54","7","0","0","5","4","2","0"
"","204176","","450099","","Ke'Von Carter","NC STATE","42","ED","40","4","0","0","3","2","2","0"
"","204258","","449564","","Ben Kauffman","PITTSBURGH","66","DI","1","1","0","0","0","0","0","0"
"","204265","","449573","","Trevor Sommers","PITTSBURGH","90","DI","17","3","0","0","0","0","0","0"
"","204300","","455827","","Nissi Ogbebor","SYRACUSE","93","DI","71","6","0","0","2","1","1","0"
"","204301","","455821","","Elijah Crawford","SYRACUSE","88","DI","5","1","0","0","0","0","0","0"
"","204315","","455823","","Quante Gillians","SYRACUSE","90","ED","14","3","0","0","1","0","0","0"
"","204339","","449451","","Landon Rink","TEXAS A&M","99","DI","52","8","0","1","5","2","0","0"
"","204384","","454030","","Trenton Turner","UCF","54","DI","8","2","0","0","1","0","0","0"
"","204408","","449419","","Pupu Sepulona","UTAH","45","DI","113","9","0","0","13","0","0","1"
"","204481","","449479","","Jeramiah McCloud","FLORIDA","91","DI","110","8","0","0","8","3","3","1"
"","204491","","449475","","Joseph Mbatchou","FLORIDA","97","DI","99","6","0","1","5","2","1","0"
"","204605","","449000","","London Simmons","ALABAMA","90","DI","168","9","2","0","15","4","2","0"
"","204860","","448950","","JJ Hanne","GEORGIA","96","ED","95","9","0","0","1","1","1","0"
"","204869","","0","","London Seymour","GEORGIA","55","DI","3","1","0","0","0","0","0","0"
"","204986","","449167","","Cedric Works","KENTUCKY","15","ED","90","9","0","2","9","2","2","0"
"","205050","","448952","","Derrick Simmons","MICH STATE","98","DI","44","4","0","0","2","0","0","0"
"","205070","","0","","Corey Amos","OLE MISS","98","ED","1","1","0","0","0","0","0","0"
"","205083","","450684","","Andrew Maddox","OLE MISS","95","DI","46","3","0","3","7","2","2","0"
"","205085","","468332","","Talib Graham","OLE MISS","45","ED","10","2","1","0","2","1","0","0"
"","205240","","456283","","Trey Giddens","N CAROLINA","87","DI","8","1","0","0","1","0","0","0"
"","205245","","456299","","Nicco Maggio","N CAROLINA","96","DI","25","2","0","0","2","0","0","0"
"","205319","","453509","","Epi Sitanilei","OHIO STATE","44","ED","17","4","0","0","0","0","0","0"
"","205329","","464267","","Alex Shieldnight","OKLAHOMA","08","DI","1","1","0","0","0","0","0","0"
"","205333","","450125","","Trent Wilson","OKLAHOMA","90","DI","29","3","0","0","1","1","1","0"
"","205367","","456063","","RJ Johnson Jr.","RUTGERS","32","ED","17","2","0","0","0","1","0","0"
"","205368","","456046","","Wydeek Collier","RUTGERS","43","ED","3","2","0","0","0","1","0","0"
"","205404","","458939","","Isaiah Coleman","TEXAS","94","DI","2","1","1","0","1","1","0","0"
"","205445","","449477","","Gus Cordova","USC","90","ED","24","2","0","0","1","1","1","0"
"","205455","","449555","","Jadyn Ramos","USC","95","ED","15","2","0","0","1","1","1","0"
"","205491","","458921","","Jake Stanish","VANDERBILT","90","ED","12","1","0","0","0","0","0","0"
"","206460","","420773","","Eli Coenen","ILLINOIS","96","DI","137","9","1","0","10","8","5","0"
"","207806","","453437","","Porter Patton","ARIZONA","91","ED","3","1","0","0","0","1","0","0"
"","207810","","439104","","E'Lla Boykin","BOSTON COL","56","ED","158","9","0","0","13","4","3","0"
"","207825","","449365","","Sterling Sanders","BOSTON COL","51","DI","3","1","0","0","0","0","0","0"
"","207826","","449312","","Jayden Fry","BOSTON COL","96","ED","5","1","0","0","0","2","1","0"
"","207830","","449283","","Micah Amedee","BOSTON COL","59","DI","90","5","1","0","5","3","1","0"
"","207831","","449331","","Bryce Lewis","BOSTON COL","48","ED","5","1","0","0","0","0","0","0"
"","207832","","449342","","Israel Oladipupo","BOSTON COL","98","ED","64","6","0","0","3","2","2","0"
"","208039","","449348","","Mays Pese","ARIZONA","99","ED","189","9","0","1","10","5","4","0"
"","208843","","408911","","Josh Schell","TENNESSEE","97","DI","17","2","0","0","1","0","0","0"
"","208847","","453382","","Charles House III","TENNESSEE","99","DI","3","1","0","0","1","1","1","0"
"","208869","","451359","","Taylor Brown","W VIRGINIA","51","ED","1","1","0","0","0","0","0","0"
"","208871","","451405","","Elijah Simmons","W VIRGINIA","94","DI","12","2","0","0","0","0","0","0"
"","211178","","0","","Kaleb Bilal-Jones","ARIZONA","97","DI","3","1","0","0","0","0","0","0"
"","211563","","463560","","Zac Siulepa","ARIZONA","96","DI","19","4","1","1","2","1","0","0"
