"Rank","Player Id","Player GSIS","Player College GSIS","Player Sportradar Id","Name","Team","#","POS","SNAPS","GAMES","REC","EXPL","YAC","CTC"
"","145365","","367288","","Levi Wentz","KANSAS","10","WR","307","9","12","4","76","0"
"","145441","","360412","","Fred Farrier II","KENTUCKY","13","WR","174","7","6","2","58","0"
"","145589","","362322","","Oran Singleton Jr.","W VIRGINIA","03","WR","79","4","4","0","19","0"
"","145976","","393431","","Eric McAlister","TCU","01","WR","466","8","36","16","350","7"
"","146110","","361901","","Luke Wysong","ARIZONA","15","WR","139","8","18","7","125","0"
"","146244","","377244","","Anthony Simpson","MICHIGAN","05","WR","24","4","0","0","0","0"
"","146288","","366900","","J. Michael Sturdivant","FLORIDA","09","WR","356","8","17","8","64","3"
"","146290","","387641","","Trond Grizzell","CAL","07","WR","524","9","37","15","113","9"
"","146387","","359538","","Keontez Lewis","OKLAHOMA","09","WR","273","6","19","6","44","4"
"","146389","","359507","","Ezavier Staples","UCLA","04","WR","27","5","2","0","0","1"
"","146411","","364260","","Kyron Hudson","PENN STATE","01","WR","391","8","20","6","19","3"
"","146412","","364398","","Michael Jackson III","PURDUE","02","WR","472","9","51","10","184","7"
"","146413","","364262","","Joseph Manjack IV","TCU","14","WR","234","7","21","9","142","2"
"","146415","","364408","","Josiah Zamora","USC","44","WR","10","1","0","0","0","0"
"","146508","","363136","","De'Zhaun Stribling","OLE MISS","01","WR","453","9","25","6","200","3"
"","146699","","383441","","Marcus Burke","UCF","03","WR","229","7","11","6","39","5"
"","146733","","361671","","Dekel Crowdus","WISCONSIN","14","WR","22","6","1","0","5","0"
"","146734","","361692","","Chauncey Magwood","PURDUE","05","WR","28","2","2","1","6","0"
"","146735","","385978","","Devonte Ross","PENN STATE","05","WR","254","8","23","4","143","2"
"","146762","","362573","","Chris Hilton Jr.","LSU","03","WR","161","8","5","0","11","0"
"","146810","","423503","","Joshua Pfeifer","OLE MISS","82","WR","6","2","0","0","0","0"
"","146910","","362930","","Eriq Rice","S CAROLINA","12","WR","1","1","0","0","0","0"
"","146913","","385269","","O'Mega Blake","ARKANSAS","09","WR","529","9","52","19","225","10"
"","147081","","377326","","Jared Brown","S CAROLINA","14","WR","73","6","3","1","9","3"
"","147222","","362357","","Ashtyn Hawkins","BAYLOR","06","WR","602","9","42","10","188","6"
"","147370","","359460","","Keelan Marion","MIAMI FL","00","WR","329","8","24","9","72","2"
"","147485","","384496","","Jayden Thomas","VIRGINIA","08","WR","131","9","3","0","2","1"
"","147528","","386517","","Chase Roberts","BYU","02","WR","434","8","33","17","231","5"
"","147931","","380486","","Seth Anderson","IOWA","06","WR","233","7","9","1","21","1"
"","148152","","386965","","Eli Green","IOWA STATE","06","WR","131","9","8","2","20","2"
"","148731","","378798","","Bryson Canty","KANSAS","11","WR","139","9","10","4","33","2"
"","149331","","366741","","Asante Das","USC","86","WR","1","1","0","0","0","0"
"","149832","","387714","","Javin Whatley","ARIZONA","06","WR","296","8","33","7","195","2"
"","149833","","387703","","Sam Phillips","IOWA","02","WR","305","8","12","6","27","1"
"","149997","","354119","","Raphael Williams Jr.","PITTSBURGH","05","WR","545","9","35","15","154","1"
"","151069","","366033","","Malachi Fields","NOTRE DAME","00","WR","448","8","24","12","170","4"
"","154188","","391945","","Jeff Caldwell","CINCINNATI","09","WR","250","9","21","9","94","3"
"","155982","","384812","","Mekhi Mews","HOUSTON","04","WR","97","9","6","1","41","0"
"","156239","","400132","","Cole Turner","CLEMSON","22","WR","149","8","8","2","67","1"
"","156241","","388741","","Antonio Williams","CLEMSON","00","WR","243","6","34","11","240","2"
"","156321","","394954","","Chris Bell","LOUISVILLE","00","WR","471","8","56","14","302","9"
"","156382","","407083","","Eli Wood","VIRGINIA","82","WR","98","8","6","2","22","1"
"","156395","","386284","","Omar Cooper Jr.","INDIANA","03","WR","481","9","47","12","358","4"
"","156429","","429572","","Alex Eichmann","IOWA","17","WR","4","2","1","0","5","0"
"","156448","","406809","","Kaden Wetjen","IOWA","21","WR","120","8","17","4","145","0"
"","156471","","406421","","Janiran Bonner","NEBRASKA","04","WR","15","1","1","0","3","0"
"","156480","","393503","","Kyion Grayes","CAL","09","WR","38","3","0","0","0","0"
"","156582","","386049","","Cyrus Allen","CINCINNATI","04","WR","319","9","35","8","242","1"
"","156892","","386055","","Bobby Golden","LOUISVILLE","81","WR","6","1","1","0","2","0"
"","156940","","385537","","Jonathan Brady","INDIANA","00","WR","124","9","11","1","34","1"
"","156980","","393481","","Tobias Merriweather","UTAH","18","WR","196","7","9","3","32","1"
"","157004","","386944","","Kendrick Law","KENTUCKY","01","WR","363","8","32","8","422","1"
"","157010","","407508","","Aaron Anderson","LSU","01","WR","205","7","31","9","234","4"
"","157048","","386881","","Omari Kelly","MICH STATE","01","WR","527","9","40","14","160","5"
"","157100","","386805","","Dane Key","NEBRASKA","06","WR","437","9","26","9","87","4"
"","157194","","424599","","Coben Bourguet","ARIZONA ST","88","WR","1","1","0","0","0","0"
"","157248","","406606","","Justius Lowe","OREGON","14","WR","56","4","3","0","21","0"
"","157295","","391857","","Major Everhart","TCU","03","WR","88","6","9","3","107","0"
"","157298","","385956","","Jordan Hudson","SMU","02","WR","350","7","38","12","246","4"
"","157318","","385861","","Haydon Wiginton","TEXAS TECH","19","WR","16","2","0","0","0","0"
"","157337","","397561","","Coy Eakin","TEXAS TECH","03","WR","428","9","35","9","216","4"
"","157361","","393349","","Jarel Williams","W VIRGINIA","10","WR","14","3","0","0","0","0"
"","157423","","394945","","Terrell Timmons Jr.","COLORADO","82","WR","69","4","4","3","41","0"
"","157428","","391490","","Ashton Locklear","NC STATE","27","WR","25","3","1","0","-1","0"
"","157534","","386144","","Wesley Grimes","NC STATE","06","WR","300","8","21","8","99","3"
"","157566","","429989","","Quaron Adams","CAL","18","WR","47","7","7","4","51","0"
"","157569","","436419","","Ty Claiborne","IOWA STATE","89","WR","11","2","0","0","0","0"
"","157579","","407626","","Carson Brown","IOWA STATE","10","WR","120","8","7","1","11","1"
"","157616","","386114","","Kaleb Webb","MARYLAND","84","WR","184","8","10","6","56","1"
"","157640","","393073","","Tucker Holloway","VA TECH","11","WR","51","4","5","2","17","0"
"","157652","","423083","","Devin Alves","VA TECH","81","WR","79","7","2","1","3","1"
"","157690","","386011","","Jordyn Tyson","ARIZONA ST","00","WR","515","7","62","16","270","7"
"","157700","","386010","","Chase Sowell","IOWA STATE","00","WR","325","9","22","8","99","5"
"","157703","","398458","","Cole Boscia","CAL","82","WR","13","2","0","0","0","0"
"","157740","","395382","","Caleb Douglas","TEXAS TECH","05","WR","577","9","43","16","205","5"
"","157758","","425504","","Sterling Lockett","KANSAS ST","06","WR","72","7","1","0","0","0"
"","157794","","386012","","Stephon Johnson","HOUSTON","05","WR","336","6","14","7","104","1"
"","158022","","386915","","Reggie Virgil","TEXAS TECH","01","WR","550","9","37","9","123","6"
"","158028","","391662","","Javon Tracy","MINNESOTA","11","WR","358","9","27","8","135","3"
"","158042","","399233","","Dane Pardridge","RUTGERS","89","WR","6","2","0","0","0","0"
"","158078","","386683","","Gavin Freeman","OKLA STATE","17","WR","318","9","36","6","266","3"
"","158090","","395010","","Nic Anderson","LSU","04","WR","215","8","10","1","16","0"
"","158111","","413185","","DJ Black","UCF","09","WR","360","8","19","6","101","2"
"","158146","","385484","","Jeff Weimer","W VIRGINIA","16","WR","329","9","10","5","45","1"
"","158198","","385633","","Hank Beatty","ILLINOIS","80","WR","369","9","49","19","381","4"
"","158207","","394225","","Ashton Hollins","ILLINOIS","02","WR","47","8","3","2","41","0"
"","158320","","393478","","Jordan King","CAL","04","WR","277","9","20","8","59","3"
"","158326","","407856","","Jaiven Plummer","CAL","84","WR","63","8","1","1","7","0"
"","158374","","386301","","Germie Bernard","ALABAMA","05","WR","490","8","41","18","272","2"
"","158382","","391605","","Jaron Glover","MISS STATE","18","WR","39","6","0","0","0","0"
"","158385","","386365","","Tyrell Henry","WISCONSIN","03","WR","77","6","5","1","10","0"
"","158409","","386594","","Chris Brazzell II","TENNESSEE","17","WR","558","9","52","24","223","7"
"","158455","","385984","","Xavier Townsend","IOWA STATE","04","WR","158","9","18","7","84","1"
"","158457","","385986","","Dwartney Wortham","UCF","87","WR","4","1","0","0","0","0"
"","158471","","386612","","CJ Williams","STANFORD","03","WR","501","9","48","15","151","12"
"","158475","","391431","","Luca Caldarella","UTAH","19","WR","4","2","0","0","0","0"
"","158489","","399000","","Nate Johnson","UTAH","03","WR","57","6","0","0","0","0"
"","158678","","386386","","Noah Thomas","GEORGIA","05","WR","232","8","6","3","12","2"
"","158687","","385851","","Vinny Anthony II","WISCONSIN","08","WR","350","8","26","8","125","5"
"","158688","","401424","","Chris Brooks Jr.","WISCONSIN","01","WR","250","8","8","1","25","1"
"","158727","","428858","","Rex Haynes","ARIZONA","10","WR","13","2","0","0","0","0"
"","158967","","387158","","Jordan Dwyer","TCU","07","WR","513","8","38","12","144","7"
"","159085","","393658","","TreyShun Hurry","LOUISVILLE","02","WR","176","8","9","0","19","1"
"","159333","","395583","","Cooper Barkate","DUKE","18","WR","412","8","47","21","305","8"
"","159480","","386121","","Makai Jackson","INDIANA","02","WR","51","4","3","0","0","0"
"","159499","","386133","","Elijah Sarratt","INDIANA","13","WR","467","9","45","15","250","6"
"","159603","","386152","","Justin Bowick","ILLINOIS","00","WR","196","8","15","6","30","3"
"","159604","","386237","","Cam Thompson","MISS STATE","12","WR","35","3","0","0","0","0"
"","160356","","407945","","VJ Wilkins","BOSTON COL","21","WR","57","7","4","2","35","0"
"","160756","","391985","","Kevin Coleman Jr.","MISSOURI","03","WR","364","8","51","13","292","9"
"","161259","","387095","","Tommy Winton III","TENNESSEE","84","WR","15","2","3","0","16","0"
"","162481","","391471","","Denzel Boston","WASHINGTON","12","WR","470","8","44","21","212","6"
"","162635","","406390","","Devan Williams","HOUSTON","08","WR","39","3","0","0","0","0"
"","162664","","391873","","Joseph Griffin Jr.","WISCONSIN","12","WR","19","4","1","0","1","0"
"","162680","","446906","","Ismael Zamor","BOSTON COL","82","WR","14","2","0","0","0","0"
"","162730","","411249","","Sam Young","LOUISVILLE","18","WR","1","1","0","0","0","0"
"","162735","","396630","","Isaiah Horton","ALABAMA","01","WR","330","8","23","7","61","2"
"","162739","","386013","","Colbie Young","GEORGIA","08","WR","287","7","24","8","153","1"
"","162748","","385481","","Andre Greene Jr.","VIRGINIA","02","WR","40","3","1","0","2","0"
"","162798","","391386","","Shaleak Knotts","MARYLAND","04","WR","370","8","26","11","110","2"
"","162805","","386479","","Octavian Smith Jr.","MARYLAND","05","WR","416","8","30","10","156","1"
"","162830","","456032","","Bryce Wilcox","MICHIGAN","38","WR","3","1","0","0","0","0"
"","162833","","415816","","Roman Mangini","NEBRASKA","26","WR","6","2","0","0","0","0"
"","162858","","398338","","David Adolph","OHIO STATE","82","WR","15","4","1","0","6","0"
"","163093","","431458","","Cam Pickett","KANSAS","07","WR","250","9","33","7","197","1"
"","163133","","387182","","Trell Harris","VIRGINIA","11","WR","451","9","39","11","222","4"
"","163139","","400454","","Chrishon McCray","MICH STATE","13","WR","339","8","15","5","109","1"
"","163251","","400938","","Parker Kingston","BYU","11","WR","389","8","35","12","244","2"
"","163287","","406512","","Darrian Anderson","OREGON","86","WR","2","1","0","0","0","0"
"","163298","","391617","","Kyler Kasper","OREGON","03","WR","65","4","2","1","4","0"
"","163319","","386397","","Louis Brown IV","BAYLOR","04","WR","73","4","6","3","30","1"
"","163334","","386439","","Justus Ross-Simmons","SYRACUSE","12","WR","286","9","22","7","146","6"
"","163408","","398990","","Jalen Moss","ARIZONA ST","18","WR","161","5","7","2","58","0"
"","163595","","386939","","Emmanuel Henderson Jr.","KANSAS","01","WR","427","9","36","12","260","4"
"","163602","","399549","","Jay Loper Jr.","ALABAMA","32","WR","4","1","0","0","0","0"
"","163609","","385839","","Kobe Prentice","BAYLOR","16","WR","220","8","21","6","136","0"
"","163642","","396676","","Isaiah Sategna III","OKLAHOMA","05","WR","495","9","49","18","371","4"
"","163666","","393640","","Larry Simmons","UTAH","12","WR","258","9","7","4","2","2"
"","163697","","387293","","Zavion Thomas","LSU","00","WR","290","8","19","7","148","1"
"","163715","","375383","","Richie Hoskins","VANDERBILT","05","WR","241","9","22","5","106","2"
"","163734","","386664","","Dillon Bell","GEORGIA","86","WR","281","8","17","5","76","3"
"","163776","","386119","","Squirrel White","FLORIDA ST","04","WR","155","6","5","1","11","0"
"","163779","","386785","","Barion Brown","LSU","06","WR","314","8","37","9","174","8"
"","163821","","421223","","Isaac Koch","KANSAS ST","84","WR","91","5","2","0","1","0"
"","163828","","446305","","Parker Clark","TCU","85","WR","9","1","0","0","0","0"
"","163865","","387223","","Brenen Thompson","MISS STATE","00","WR","486","9","42","15","146","3"
"","163966","","397831","","Jordan McCants","W VIRGINIA","88","WR","6","1","0","0","0","0"
"","164168","","386143","","Omari Evans","WASHINGTON","05","WR","99","6","5","3","44","0"
"","165058","","364941","","Chris Domercant","UCF","13","WR","143","8","16","5","89","2"
"","166543","","387658","","Censere Lee","PITTSBURGH","11","WR","46","2","2","2","0","1"
"","166993","","424577","","Chris Hunter","ARIZONA","11","WR","286","8","18","7","43","2"
"","168441","","394145","","Kole Wilson","BAYLOR","02","WR","428","9","32","10","210","3"
"","168551","","392011","","Antonio Meeks","LOUISVILLE","15","WR","154","8","9","3","35","1"
"","169698","","406409","","Malik Benson","OREGON","04","WR","206","8","18","7","52","1"
"","170003","","407355","","Tyler Brown","CLEMSON","06","WR","256","8","19","2","101","2"
"","170012","","412137","","Noble Johnson","ARIZONA ST","05","WR","11","1","0","0","0","0"
"","170041","","426797","","Que'Sean Brown","DUKE","07","WR","359","8","39","17","199","5"
"","170078","","406303","","Eric Singleton Jr.","AUBURN","01","WR","414","9","40","6","221","3"
"","170079","","419489","","Zion Taylor","GA TECH","09","WR","122","9","9","3","31","0"
"","170105","","418193","","Christian Hamilton","W VIRGINIA","17","WR","18","2","0","0","0","0"
"","170151","","431642","","Dayton Howard","IOWA","07","WR","127","6","5","1","7","3"
"","170198","","407209","","Ryan Manning","MARYLAND","11","WR","54","4","3","0","9","0"
"","170211","","428813","","Sean Williams","MARYLAND","21","WR","14","3","0","0","0","0"
"","170221","","406429","","Malachi Coleman","MINNESOTA","16","WR","121","5","3","1","12","0"
"","170233","","406511","","Jaylen Lloyd","OKLA STATE","19","WR","1","1","0","0","0","0"
"","170255","","415565","","Brandon Inniss","OHIO STATE","01","WR","212","8","18","1","119","2"
"","170265","","425457","","Bryson Rodgers","OHIO STATE","13","WR","19","3","2","1","5","0"
"","170266","","415577","","Noah Rogers","NC STATE","05","WR","362","9","26","10","109","7"
"","170273","","408114","","Carnell Tate","OHIO STATE","17","WR","360","8","39","15","182","12"
"","170308","","419414","","Dylan Braithwaite","RUTGERS","07","WR","20","1","0","0","0","0"
"","170319","","406865","","Ian Strong","RUTGERS","09","WR","453","7","43","14","151","15"
"","170339","","407479","","Destyn Hill","LSU","02","WR","5","3","0","0","0","0"
"","170341","","412577","","Vandrevius Jacobs","S CAROLINA","04","WR","376","9","21","7","88","3"
"","170360","","407497","","Hykeem Williams","COLORADO","05","WR","150","6","9","0","57","1"
"","170362","","406247","","KC Concepcion","TEXAS A&M","07","WR","400","8","37","18","225","5"
"","170367","","450153","","Foster Burt","NC STATE","39","WR","1","1","0","0","0","0"
"","170410","","364277","","Jarod Bowie","W VIRGINIA","07","WR","102","7","4","2","27","0"
"","170441","","426463","","Cam Vaughn","W VIRGINIA","04","WR","510","9","28","12","162","7"
"","171081","","420380","","Jordan Faison","NOTRE DAME","06","WR","427","8","39","13","242","1"
"","171083","","406071","","Rico Flores Jr.","UCLA","01","WR","284","5","17","4","35","2"
"","171085","","406073","","Jaden Greathouse","NOTRE DAME","01","WR","112","4","4","2","13","1"
"","171099","","431677","","KK Smith","NOTRE DAME","11","WR","67","6","5","2","13","1"
"","171223","","406792","","Evan Boyd","MICH STATE","08","WR","90","8","3","2","10","0"
"","171539","","423745","","Cyrus Traugh","W VIRGINIA","86","WR","18","2","0","0","0","0"
"","171853","","428866","","Devin Hyatt","ARIZONA","13","WR","34","2","1","0","5","0"
"","171894","","406852","","Isaiah Hardge","COLORADO","17","WR","68","5","5","0","34","1"
"","171898","","406887","","Kaleb Mathis","COLORADO","13","WR","23","4","0","0","0","0"
"","171901","","412017","","Omarion Miller","COLORADO","04","WR","351","8","29","12","224","4"
"","171903","","424573","","Jordan Onovughe","STANFORD","04","WR","60","4","2","0","4","0"
"","171943","","418241","","Rashid Williams","WASHINGTON","03","WR","46","2","5","1","36","0"
"","172250","","407339","","Yamir Knight","SMU","08","WR","292","9","31","7","199","1"
"","172374","","429315","","MJ Chirgwin","ALABAMA","23","WR","7","1","1","1","1","0"
"","172377","","406420","","Jalen Hale","ALABAMA","08","WR","28","3","0","0","0","0"
"","172378","","406423","","Jaren Hamilton","ARIZONA ST","16","WR","126","9","6","3","14","3"
"","172408","","426442","","Daz James","CAL","08","WR","1","1","0","0","0","0"
"","172419","","450648","","Jace Petty","ARKANSAS","85","WR","1","1","0","0","0","0"
"","172471","","420353","","Jalen Brown","ARKANSAS","17","WR","241","5","12","5","66","1"
"","172489","","407539","","Kyle Parker","LSU","12","WR","230","8","18","3","95","2"
"","172521","","407493","","Cayden Lee","OLE MISS","19","WR","360","9","21","7","157","3"
"","172531","","407552","","Ayden Williams","MISS STATE","11","WR","315","9","15","4","75","4"
"","172560","","407853","","Creed Whittemore","UTAH","80","WR","28","3","3","0","9","0"
"","172593","","426534","","Johnny Ryder","TEXAS A&M","20","WR","4","2","0","0","0","0"
"","172616","","406025","","London Humphreys","GEORGIA","16","WR","287","8","15","6","60","1"
"","172627","","406028","","Junior Sherrill","VANDERBILT","00","WR","411","9","33","14","132","3"
"","172737","","419707","","Jer'Michael Carter","OKLAHOMA","84","WR","104","9","3","0","15","0"
"","172908","","406151","","Isaiah Spencer","VA TECH","11","WR","256","9","11","4","39","2"
"","173031","","407648","","Barry Jackson Jr.","CINCINNATI","14","WR","39","5","0","0","0","0"
"","173077","","406648","","Keaton Kubecka","KANSAS","03","WR","226","9","14","3","50","2"
"","173081","","0","","Isreal Moses V","KANSAS","82","WR","3","1","0","0","0","0"
"","173093","","407390","","Jayce Brown","KANSAS ST","01","WR","370","9","38","17","168","5"
"","173119","","407437","","Tre Spivey","ARIZONA","12","WR","270","8","11","6","189","4"
"","173127","","412492","","Jordyn Bailey","TCU","04","WR","19","1","1","0","8","0"
"","173164","","406901","","DeAndre Moore Jr.","TEXAS","00","WR","297","8","29","8","141","2"
"","173172","","406748","","Hudson Clement","ILLINOIS","13","WR","361","9","26","8","91","1"
"","173178","","412652","","Rodney Gallagher III","W VIRGINIA","24","WR","388","9","26","4","109","1"
"","173347","","407093","","Kam Shanks","ARKANSAS","15","WR","119","9","9","2","56","1"
"","173349","","407096","","Amare Thomas","HOUSTON","00","WR","520","9","40","16","295","8"
"","173391","","412413","","Jackson Wasserstrom","INDIANA","17","WR","29","5","2","1","5","0"
"","173405","","431758","","Donielle Hayes","MINNESOTA","18","WR","5","2","0","0","0","0"
"","173408","","427735","","Kenric Lanier II","MINNESOTA","15","WR","138","8","4","2","31","0"
"","173411","","431760","","Terrence McWilliams Jr.","LOUISVILLE","82","WR","36","2","0","0","0","0"
"","173451","","406391","","Prince Strachan","USC","17","WR","7","1","1","1","23","0"
"","173459","","418301","","Caleb Goodie","CINCINNATI","10","WR","399","9","23","10","142","1"
"","173530","","407356","","Anthony Evans III","MISS STATE","03","WR","561","9","52","16","323","5"
"","173653","","431863","","Kelby Valsin","TEXAS TECH","06","WR","45","6","3","1","29","0"
"","173655","","433991","","T.J. West","TEXAS TECH","04","WR","43","5","3","0","23","0"
"","173986","","415660","","Carter Shaw","UCLA","14","WR","5","2","0","0","0","0"
"","174042","","406293","","Fredrick Moore","MICHIGAN","03","WR","18","3","0","0","0","0"
"","174043","","406299","","Semaj Morgan","MICHIGAN","00","WR","272","9","19","5","175","0"
"","174054","","406796","","Frank Covey IV","NWESTERN","03","WR","155","7","2","0","3","0"
"","174068","","406686","","Jacob De Jesus","CAL","21","WR","476","9","57","13","287","4"
"","174142","","406084","","Zachariah Branch","GEORGIA","01","WR","300","8","47","10","405","5"
"","174143","","406674","","DT Sheffield","RUTGERS","00","WR","569","9","39","9","139","9"
"","174150","","406009","","Makai Lemon","USC","06","WR","462","8","52","23","425","5"
"","174167","","406656","","Carlos Hernandez","WAKE","08","WR","228","8","16","4","82","1"
"","174168","","406493","","Mikey Matthews","UCLA","07","WR","258","8","18","6","68","0"
"","174177","","406576","","Tiger Bachmeier","BYU","19","WR","172","8","5","1","28","0"
"","174250","","412361","","Andy Jean","ARKANSAS","14","WR","26","6","1","1","4","0"
"","174257","","412362","","Aidan Mizell","FLORIDA","11","WR","73","4","11","2","45","2"
"","174267","","431510","","Jackson Wade","FLORIDA","83","WR","17","1","1","0","4","0"
"","174692","","449827","","Jonathan Vande Walle","IOWA STATE","80","WR","13","2","0","0","0","0"
"","174705","","411210","","Cataurus Hicks","PITTSBURGH","03","WR","404","9","21","8","136","2"
"","174707","","411217","","Jaedon King","LOUISVILLE","47","WR","12","2","1","0","1","0"
"","174732","","424567","","Nathan Leacock","N CAROLINA","82","WR","126","7","5","1","32","0"
"","174737","","424569","","Nathan Roberts","TENNESSEE","36","WR","7","2","0","0","0","0"
"","174740","","406992","","Cameron Seldon","VA TECH","09","WR","188","8","21","2","75","3"
"","174747","","424571","","Trey Weary","TENNESSEE","83","WR","35","3","1","0","0","0"
"","174749","","0","","Carson Whitehead","TENNESSEE","26","WR","1","1","0","0","0","0"
"","174784","","407677","","Ayden Greene","VA TECH","00","WR","524","9","25","11","120","3"
"","174787","","415585","","Takye Heath","VA TECH","02","WR","239","6","20","5","79","1"
"","174828","","429610","","Justin Stevenson","UTAH","82","WR","31","5","0","0","0","0"
"","174948","","426530","","Arhmad Branch","PURDUE","06","WR","167","8","15","7","106","1"
"","174972","","420038","","Jaron Tibbs","KANSAS ST","12","WR","457","9","37","11","93","7"
"","175038","","412223","","Jojo Phillips","BYU","13","WR","60","2","3","1","12","0"
"","175085","","408314","","Mark Hamper","CAL","15","WR","215","8","14","5","50","4"
"","175173","","436602","","Spencer Leadbetter","KENTUCKY","37","WR","2","1","0","0","0","0"
"","175339","","424641","","Reed Harris","BOSTON COL","04","WR","563","9","26","12","74","10"
"","175343","","422357","","Jaedn Skeete","BOSTON COL","01","WR","235","4","13","3","50","0"
"","175360","","434073","","Chris Elko","GA TECH","89","WR","2","2","0","0","0","0"
"","175368","","412335","","Bailey Stockton","GA TECH","07","WR","173","8","16","4","92","1"
"","175379","","406487","","Ray Joseph","MIAMI FL","05","WR","42","3","2","1","27","0"
"","175393","","412548","","Chris Culliver","N CAROLINA","03","WR","126","6","5","4","6","0"
"","175406","","428539","","Jesse Anderson","PITTSBURGH","16","WR","6","1","0","0","0","0"
"","175413","","406928","","Zion Fowler-El","PITTSBURGH","23","WR","118","7","7","1","16","1"
"","175419","","406932","","Kenny Johnson","PITTSBURGH","02","WR","464","9","37","17","243","3"
"","175430","","426432","","TyLyric Coleman","VIRGINIA","17","WR","44","3","2","1","6","0"
"","175436","","407044","","Suderian Harrison","VIRGINIA","01","WR","17","4","2","1","70","0"
"","175464","","412520","","Aziah Johnson","N CAROLINA","81","WR","5","1","1","0","8","0"
"","175527","","425379","","Trech Kekahuna","WISCONSIN","02","WR","210","8","16","3","137","1"
"","175674","","406106","","Trent Hudson","VANDERBILT","01","WR","61","6","1","0","3","0"
"","175797","","407861","","Duane Thomas Jr.","UCF","07","WR","314","8","39","8","255","1"
"","175886","","406437","","Eugene Wilson III","FLORIDA","03","WR","313","8","27","5","132","1"
"","175899","","406309","","Daniel Blood","MISSOURI","10","WR","64","8","4","1","21","0"
"","175906","","412701","","Marquis Johnson","MISSOURI","02","WR","449","8","30","7","116","3"
"","175923","","407596","","Nyck Harbor","S CAROLINA","08","WR","387","9","21","10","80","2"
"","175926","","412634","","Tyshawn Russell","SYRACUSE","08","WR","70","3","9","2","41","0"
"","175952","","408032","","Malik Elzy","ILLINOIS","08","WR","66","4","7","2","23","0"
"","175953","","428266","","Alexander Capka-Jones","ILLINOIS","07","WR","54","9","2","1","11","0"
"","175954","","429456","","Collin Dixon","ILLINOIS","17","WR","408","9","27","12","179","4"
"","176006","","434029","","Jayden Hollar","NC STATE","88","WR","5","1","0","0","0","0"
"","176036","","407219","","Darrell Gill Jr.","SYRACUSE","15","WR","522","9","28","13","98","3"
"","176037","","407204","","Bryce Cohoon","KANSAS","13","WR","33","3","0","0","0","0"
"","176077","","425488","","Deuce Alexander","OLE MISS","11","WR","389","9","27","13","149","9"
"","176078","","424493","","Micah Mays Jr.","WAKE","07","WR","393","8","17","9","93","2"
"","176172","","434152","","Rett Andersen","TEXAS","35","WR","8","2","1","0","0","0"
"","176181","","423530","","Ryan Niblett","TEXAS","21","WR","61","8","8","1","97","0"
"","176337","","407491","","Harvey Broussard III","HOUSTON","03","WR","262","9","8","3","13","2"
"","176505","","423258","","Ricky Ahumaraeze","NWESTERN","10","WR","209","8","5","4","37","1"
"","176528","","429585","","Derek Eusebio","ARIZONA ST","83","WR","250","8","9","3","39","0"
"","176556","","429982","","Nyziah Hunter","NEBRASKA","13","WR","456","9","38","11","298","2"
"","176575","","453466","","Gavin Marsh","COLORADO","47","WR","2","1","0","0","0","0"
"","176620","","448820","","Tyler Kuo","STANFORD","82","WR","10","5","0","0","0","0"
"","176621","","443113","","Myles Libman","STANFORD","18","WR","176","9","6","2","21","0"
"","176638","","406034","","Ja'Kobi Lane","USC","08","WR","338","7","27","8","198","4"
"","176642","","406004","","Duce Robinson","FLORIDA ST","00","WR","449","8","35","16","200","12"
"","177231","","408150","","Griffin Wilde","NWESTERN","17","WR","383","8","39","15","110","7"
"","178610","","408144","","Noah Jennings","CINCINNATI","08","WR","293","9","19","6","109","0"
"","182676","","411212","","Kris Hughes","LOUISVILLE","14","WR","47","6","6","2","23","0"
"","183012","","424566","","Jack-Henry Jakobik","TENNESSEE","29","WR","2","1","0","0","0","0"
"","183193","","431621","","Chase Byrd","CLEMSON","29","WR","11","3","0","0","0","0"
"","183206","","428374","","Bryant Wesco Jr.","CLEMSON","12","WR","334","7","33","15","203","4"
"","183213","","434069","","Isiah Canion","GA TECH","04","WR","407","9","23","8","104","3"
"","183228","","431839","","Ny Carr","MIAMI FL","12","WR","9","1","1","0","0","0"
"","183245","","431871","","Joshisa Trader","MIAMI FL","01","WR","95","4","5","2","12","1"
"","183262","","434164","","Josiah Martin","OKLAHOMA","17","WR","15","2","0","0","0","0"
"","183265","","429997","","Isaac Torres","CAL","26","WR","11","2","1","0","5","0"
"","183278","","439237","","Emmett Mosley V","TEXAS","03","WR","206","5","15","7","49","1"
"","183285","","429458","","Kameron Courtney","VIRGINIA","05","WR","167","9","13","2","57","0"
"","183293","","455867","","Triston Ward","VIRGINIA","23","WR","7","1","0","0","0","0"
"","183298","","453271","","Camdon Frier","FLORIDA ST","88","WR","32","3","0","0","0","0"
"","183299","","441750","","BJ Gibson","FLORIDA ST","10","WR","17","2","0","0","0","0"
"","183307","","434127","","Lawayne McCoy","FLORIDA ST","07","WR","283","6","14","6","54","1"
"","183330","","431781","","Javarius Green","N CAROLINA","09","WR","137","5","9","4","48","2"
"","183338","","431791","","Jordan Shipp","N CAROLINA","01","WR","404","8","36","9","102","4"
"","183341","","431793","","Alex Taylor","N CAROLINA","00","WR","65","4","2","0","2","0"
"","183348","","429070","","Terrell Anderson","NC STATE","09","WR","328","9","28","14","219","1"
"","183354","","446331","","Tank Boston","NC STATE","16","WR","17","1","2","0","3","0"
