"Rank","Player Id","Player GSIS","Player College GSIS","Player Sportradar Id","Name","Team","#","POS","SNAPS","GAMES","ATT","YCO","RB YCO/ATT","10+ RUSH","MTF RUN"
"","190444","","446956","","Tovani Mizell","KENTUCKY","28","HB","8","2","3","8","2.7","0","0"
"","190489","","428452","","Antwan Raymond","RUTGERS","03","HB","503","10","201","746","3.7","29","62"
"","190571","","453277","","Jeremiah Johnson","FLORIDA ST","30","HB","10","2","10","38","3.8","3","2"
"","190575","","449085","","Zay Parks","FLORIDA ST","21","HB","19","2","15","55","3.7","3","3"
"","190584","","429769","","Shaun Boykins Jr.","LOUISVILLE","89","HB","17","3","8","7","0.9","2","0"
"","190596","","429906","","Duke Watson","LOUISVILLE","26","HB","118","6","43","113","2.6","2","16"
"","190789","","449016","","Kam Mikell","COLORADO","18","HB","52","4","19","69","3.6","3","8"
"","190802","","431907","","J'Marion Burnette","HOUSTON","20","HB","62","5","29","71","2.5","1","3"
"","190803","","434172","","DJ Butler","HOUSTON","25","HB","115","8","42","134","3.2","4","9"
"","190834","","447457","","Micah Ka'apana","MICHIGAN","20","HB","1","1","1","6","6.0","0","0"
"","190837","","431386","","Jordan Marshall","MICHIGAN","23","HB","298","10","145","541","3.7","20","31"
"","190838","","456023","","Tomas O'Meara","MICHIGAN","36","FB","6","1","3","10","3.3","0","1"
"","190846","","431778","","Charleston French","N CAROLINA","23","HB","4","2","1","3","3.0","0","0"
"","190890","","453368","","Dashun Reeder","NWESTERN","24","HB","30","5","22","174","7.9","6","7"
"","190906","","443637","","Antonio Harris","PURDUE","22","HB","176","10","54","164","3.0","5","6"
"","190943","","429172","","Ty Clark III","WAKE","00","HB","247","10","51","134","2.6","4","14"
"","191139","","429385","","Kevin Riley","ALABAMA","28","HB","131","9","50","142","2.8","5","6"
"","191146","","428410","","Nate Frazier","GEORGIA","03","HB","243","10","118","411","3.5","10","25"
"","191156","","431691","","Dwight Phillips Jr.","GEORGIA","20","HB","41","10","29","95","3.3","7","8"
"","191197","","429281","","Xavier Gayten","MISS STATE","22","HB","68","7","23","99","4.3","7","6"
"","191286","","453264","","Joseph Dodds","BAYLOR","27","HB","36","4","15","33","2.2","0","0"
"","191289","","429363","","Joseph Hagman","BAYLOR","37","HB","1","1","1","0","0","0","0"
"","191300","","436422","","Aiden Flora","IOWA STATE","21","HB","15","5","1","2","2.0","0","0"
"","191326","","445006","","Da'Jaun Riggs","OREGON","21","HB","33","5","17","42","2.5","4","4"
"","191341","","446308","","Corey Smith","PENN STATE","24","HB","11","1","5","11","2.2","0","1"
"","191350","","441725","","Adam Hill","TEXAS TECH","23","HB","89","6","35","169","4.8","9","6"
"","191359","","433992","","J'Koby Williams","TEXAS TECH","20","HB","314","11","116","447","3.9","20","36"
"","193209","","453412","","Titus Bautista","COLORADO","34","HB","1","1","0","0","0","0","0"
"","196997","","429253","","Malachi James","SYRACUSE","36","HB","2","1","1","0","0","0","0"
"","197651","","449522","","Cian McKelvey","USC","41","HB","1","1","1","3","3.0","0","0"
"","197654","","449525","","King Miller","USC","30","HB","267","10","100","461","4.6","19","21"
"","198093","","453604","","AK Dear","ALABAMA","00","HB","14","2","8","80","10.0","2","3"
"","198106","","468355","","Cornelius Warren III","ARIZONA","09","HB","8","1","7","27","3.9","1","2"
"","198120","","456348","","Demarius Robinson","ARIZONA ST","23","HB","42","6","7","12","1.7","0","0"
"","198206","","450533","","Charlie Miska","BYU","34","HB","9","1","6","17","2.8","0","1"
"","198264","","455884","","Zion Johnson","CINCINNATI","13","HB","26","3","15","45","3.0","3","4"
"","198337","","449460","","Nate Sheppard","DUKE","20","HB","341","10","118","432","3.7","25","33"
"","198443","","449071","","Ousmane Kromah","FLORIDA ST","32","HB","133","10","66","286","4.3","14","28"
"","198466","","449033","","Bo Walker","GEORGIA","24","HB","23","3","13","38","2.9","1","5"
"","198535","","455837","","Sean Cuono","INDIANA","20","HB","3","1","2","11","5.5","0","1"
"","198550","","449517","","Nathan McNeil","IOWA","25","HB","65","8","29","98","3.4","4","7"
"","198565","","465126","","Ryver Peppers","IOWA STATE","22","HB","1","1","0","0","0","0","0"
"","198603","","463608","","Monterrio Elston Jr.","KANSAS ST","31","HB","7","2","2","3","1.5","0","1"
"","198704","","458970","","Jamarice Wilder","LOUISVILLE","33","HB","9","1","4","15","3.8","0","0"
"","198705","","0","","Brock Coffman","LOUISVILLE","80","HB","4","2","0","0","0","0","0"
"","198726","","449600","","Iverson Howard","MARYLAND","24","HB","76","9","35","88","2.5","1","7"
"","198870","","451367","","Kolin Wilson","MISS STATE","26","HB","10","3","7","30","4.3","2","1"
"","198879","","449159","","Marquise Davis","MISSOURI","07","HB","43","3","34","104","3.1","8","15"
"","198885","","455905","","Brendon Haygood","MISSOURI","16","HB","4","1","4","14","3.5","0","2"
"","199023","","453349","","Daniel Anderson","NWESTERN","27","HB","6","2","3","9","3.0","0","1"
"","199034","","450086","","Tory Blaylock","OKLAHOMA","06","HB","300","10","100","244","2.4","15","7"
"","199077","","395173","","Justin Cook","PITTSBURGH","28","HB","5","1","0","0","0","0","0"
"","199087","","453600","","Ja'Kyrian Turner","PITTSBURGH","25","HB","233","9","92","228","2.5","11","12"
"","199126","","456068","","Terrell Mitchell","RUTGERS","26","HB","8","1","4","9","2.3","0","0"
"","199159","","453269","","Dramekco Green","SMU","21","HB","39","4","19","46","2.4","1","8"
"","199225","","455820","","Malachi Coleman","SYRACUSE","28","HB","8","1","3","8","2.7","0","0"
"","199271","","449785","","Jon Denman","TCU","13","HB","33","7","23","56","2.4","2","4"
"","199289","","456301","","James Simon","TEXAS","31","HB","49","3","28","92","3.3","4","5"
"","199393","","453991","","Agyeman Addae","UCF","35","HB","46","4","13","32","2.5","1","2"
"","199407","","449505","","Waymond Jordan","USC","02","HB","210","6","88","453","5.2","16","29"
"","199413","","449498","","James Johnson","USC","10","HB","5","1","0","0","0","0","0"
"","199415","","469183","","Riley Wormley","USC","27","HB","2","1","1","2","2.0","0","0"
"","199445","","461004","","Daniel Bray","UTAH","13","HB","154","6","36","98","2.7","10","14"
"","199514","","469866","","Quaid Carr","WASHINGTON","21","HB","3","1","1","7","7.0","0","0"
"","199540","","451352","","Cyncir Bowers","W VIRGINIA","23","HB","180","9","61","141","2.3","5","5"
"","199633","","448925","","Gideon Davidson","CLEMSON","09","HB","134","10","41","112","2.7","3","10"
"","199682","","449186","","J.P. Powell","GA TECH","20","HB","8","3","5","11","2.2","1","1"
"","199684","","449168","","Shane Marshall","GA TECH","24","HB","6","3","2","6","3.0","0","0"
"","199706","","453644","","Zane Smith","HOUSTON","37","HB","5","2","2","7","3.5","0","0"
"","199769","","448955","","Harlem Berry","LSU","22","HB","160","10","71","240","3.4","8","7"
"","199798","","453520","","Conor Booth","NEBRASKA","23","HB","9","2","3","5","1.7","0","0"
"","199811","","449154","","Isaiah Mozee","NEBRASKA","22","HB","85","10","17","63","3.7","1","6"
"","199824","","449711","","Demon June","N CAROLINA","12","HB","213","9","79","365","4.6","11","13"
